table,id,Unnamed: 0,dev_type,user_id,build_slot,dev_uname,dev_lv,gun_id,mp,ammo,mre,part,input_level,item1_num,core,dev_time,gun_rank,gun_name,file,trust_2,trust_3,trust_4,trust_5
2,41870639,,2,242,2,Eichel,179,215,1000,4000,4000,2000,1,1,3,1671445330,5,MDR,230123-000447.json,False,False,False,False
2,41870640,8372.0,2,242,4,Eichel,179,288,1000,4000,4000,2000,1,1,3,1671445338,4,CR-21,221219-182330.json,True,True,True,False
2,41870641,8373.0,2,242,2,Eichel,179,116,1000,4000,4000,2000,1,1,3,1671445341,3,Z-62,221219-182330.json,True,True,False,False
2,41870649,8374.0,2,970882,2,SamWeng,118,16,1000,4000,4000,9999,1,1,3,1671445663,5,湯姆森,221219-183429.json,True,True,True,True
2,41870650,8375.0,2,970882,4,SamWeng,118,26,1000,4000,4000,9999,1,1,3,1671445663,4,MP5,221219-183429.json,True,True,True,False
2,41870677,8376.0,2,238522,2,沃夫岡,213,46,8000,1000,8000,4000,1,1,3,1671446968,5,Kar98k,221219-185626.json,True,True,True,True
2,41870678,8377.0,2,238522,4,沃夫岡,213,350,8000,1000,8000,4000,1,1,3,1671446968,5,FO-12,221219-185626.json,True,True,True,True
2,41870679,8378.0,2,238522,6,沃夫岡,213,326,8000,1000,8000,4000,1,1,3,1671446968,4,HK512,221219-185626.json,True,True,True,False
2,41870680,8379.0,2,238522,8,沃夫岡,213,66,8000,1000,8000,4000,1,1,3,1671446968,4,56-1式,221219-185626.json,True,True,True,False
2,41870681,8380.0,2,238522,10,沃夫岡,213,237,8000,1000,8000,4000,1,1,3,1671446968,4,SAR-21,221219-185626.json,True,True,True,False
2,41870682,8381.0,2,238522,12,沃夫岡,213,282,8000,1000,8000,4000,1,1,3,1671446968,5,DP-12,221219-185626.json,True,True,True,True
2,41870683,8382.0,2,238522,14,沃夫岡,213,116,8000,1000,8000,4000,1,1,3,1671446968,3,Z-62,221219-185626.json,True,True,False,False
2,41870684,8383.0,2,238522,16,沃夫岡,213,323,8000,1000,8000,4000,1,1,3,1671446968,5,LTLX7000,221219-185626.json,True,True,True,True
2,41870795,8384.0,2,104222,2,斷翼,190,42,6000,1000,6000,4000,1,1,3,1671449139,4,PTRD,221219-193452.json,True,True,True,False
2,41870796,8385.0,2,104222,4,斷翼,190,70,6000,1000,6000,4000,1,1,3,1671449139,3,FNC,221219-193452.json,True,True,False,False
2,41870826,8386.0,2,486502,4,布可,210,69,6666,6666,6666,6666,1,1,3,1671450683,4,FAMAS,221219-195649.json,True,True,True,False
2,41870974,8387.0,2,848122,2,857,151,348,4000,1000,4000,2000,1,1,3,1671451280,5,HS.50,221219-200748.json,True,True,True,True
2,41870975,8388.0,2,848122,4,857,151,53,4000,1000,4000,2000,1,1,3,1671451280,5,NTW-20,221219-200748.json,True,True,True,True
2,41871031,8389.0,2,590392,2,芙特,178,48,6000,1000,6000,4000,1,1,3,1671452386,5,WA2000,221219-202416.json,True,True,True,True
2,41871032,8390.0,2,590392,2,芙特,178,156,6000,1000,6000,4000,1,1,3,1671452396,4,Super-Shorty,221219-202416.json,True,True,True,False
8,42449832,,2,513048,4,壽伯喝湯了,206,339,6000,6000,6000,4000,1,1,3,1671453536,5,RPK-203,230123-000447.json,False,False,False,False
2,41871118,8391.0,2,357482,2,Silm,130,262,1000,5000,5000,2000,1,1,3,1671453586,4,EM-2,221219-204614.json,True,True,True,False
2,41871119,8392.0,2,357482,4,Silm,130,58,1000,5000,5000,2000,1,1,3,1671453586,3,AK-47,221219-204614.json,True,True,False,False
2,41871120,8393.0,2,357482,6,Silm,130,178,1000,5000,5000,2000,1,1,3,1671453586,3,F1,221219-204614.json,True,True,False,False
2,41871121,8394.0,2,357482,8,Silm,130,32,1000,5000,5000,2000,1,1,3,1671453586,3,微型烏茲,221219-204614.json,True,True,False,False
2,41871160,8395.0,2,829862,2,夜久柊姬,181,162,8000,1000,8000,4000,1,1,3,1671454066,4,SPAS-12,221219-205712.json,True,True,True,False
2,41871161,8396.0,2,829862,4,夜久柊姬,181,270,8000,1000,8000,4000,1,1,3,1671454066,4,四式,221219-205712.json,True,True,True,False
6,41951902,,2,1000026,4,睦睦慕暮暮,28,85,8000,8000,1000,4000,1,1,3,1671455743,4,PK,230123-000447.json,False,False,False,False
1,42580686,,2,984821,2,晴时,73,80,8000,8000,1000,4000,1,1,3,1671455844,3,M1919A4,230123-000447.json,False,False,False,False
1,42580742,,2,427891,4,ZoZn,80,80,8000,8000,1000,4000,1,1,3,1671456272,3,M1919A4,230123-000447.json,False,False,False,False
2,41871490,8397.0,2,456992,2,夏嘎嘎,165,216,1000,1000,1000,1000,1,1,3,1671457525,4,XM8,221219-215738.json,True,True,True,False
2,41871491,8398.0,2,456992,4,夏嘎嘎,165,116,1000,1000,1000,1000,1,1,3,1671457525,3,Z-62,221219-215738.json,True,True,False,False
5,41938934,,2,34065,4,司沐妤婠,183,196,4000,4000,4000,2000,1,1,3,1671457699,5,Zas M21,230122-223831.json,False,False,False,False
1,42580880,,2,17861,4,希緒弗斯,174,286,4000,4000,1000,2000,1,1,3,1671458044,4,KAC-PDW,230123-000447.json,False,False,False,False
1,42580881,,2,17861,6,希緒弗斯,174,137,4000,4000,1000,2000,1,1,3,1671458044,4,PP-19-01,230123-000447.json,False,False,False,False
1,42580898,,2,479611,2,動漫迷都來,75,23,8000,8000,1000,4000,1,1,3,1671458375,4,PP-90,230123-000447.json,False,False,False,False
3,43023360,,2,994643,4,宰相麦麦,75,20,4000,4000,1000,2000,1,1,3,1671459021,5,Vector,230123-000447.json,False,False,False,False
2,41871597,8399.0,2,914202,2,宇文凉,153,349,8000,1000,8000,4000,1,1,3,1671459129,4,AK74M,221219-221405.json,True,True,True,False
5,41939093,,2,941735,2,D4916,130,215,1000,4000,4000,2000,1,1,3,1671459200,5,MDR,230122-223831.json,False,False,False,False
2,41871614,8400.0,2,924172,2,Farabi,111,34,8000,1000,8000,4000,1,1,3,1671459700,3,M1加蘭德,221219-222504.json,True,True,False,False
2,41871665,8401.0,2,285852,2,楓草貓,172,116,1000,7000,1000,6000,1,1,3,1671460601,3,Z-62,221219-224701.json,True,True,False,False
2,41871666,8402.0,2,285852,4,楓草貓,172,27,1000,9999,1000,9999,1,1,3,1671460601,3,蠍式,221219-224701.json,True,True,False,False
2,41871667,8403.0,2,285852,6,楓草貓,172,105,1000,9999,1000,9999,1,1,3,1671460601,3,OTs-12,221219-224701.json,True,True,False,False
2,41871668,8404.0,2,285852,8,楓草貓,172,349,1000,9999,1000,9999,1,1,3,1671460601,4,AK74M,221219-224701.json,True,True,True,False
2,41871669,8405.0,2,285852,10,楓草貓,172,262,1000,9999,1000,9999,1,1,3,1671460601,4,EM-2,221219-224701.json,True,True,True,False
2,41871730,8406.0,2,14722,2,肥宅,113,237,1000,4000,4000,2000,1,1,3,1671461591,4,SAR-21,221219-225800.json,True,True,True,False
2,41871731,8407.0,2,14722,4,肥宅,113,58,1000,4000,4000,2000,1,1,3,1671461596,3,AK-47,221219-225800.json,True,True,False,False
2,41871732,8408.0,2,14722,6,肥宅,113,215,1000,4000,4000,2000,1,1,3,1671461600,5,MDR,221219-225800.json,True,True,True,True
2,41871732,,2,14722,6,肥宅,113,215,1000,4000,4000,2000,1,1,3,1671461600,5,MDR,230123-000447.json,False,False,False,False
2,41872049,8409.0,2,928102,4,玄黯,122,95,8000,1000,8000,4000,1,1,3,1671462353,3,漢陽造88式,221219-231428.json,True,True,False,False
2,41872050,8410.0,2,928102,2,玄黯,122,377,8000,1000,8000,4000,1,1,3,1671462353,5,SCAR-H,221219-231428.json,True,True,True,True
2,41872139,8411.0,2,970882,2,SamWeng,118,27,4000,1000,4000,2000,1,1,3,1671462726,3,蠍式,221219-231428.json,True,True,False,False
2,41872140,8412.0,2,970882,4,SamWeng,118,184,4000,1000,4000,2000,1,1,3,1671462726,4,T-5000,221219-231428.json,True,True,True,False
2,41872187,8413.0,2,976482,2,MisterJoe,95,330,8000,1000,8000,4000,1,1,3,1671462836,4,FX-05,221219-231428.json,True,True,True,False
2,41872188,8414.0,2,976482,4,MisterJoe,95,154,8000,1000,8000,4000,1,1,3,1671462836,3,M500,221219-231428.json,True,True,False,False
6,41952381,,2,995766,2,牧濑寻一,38,78,8000,8000,1000,4000,1,1,3,1671462874,4,M60,230123-000447.json,False,False,False,False
6,41952384,,2,995766,4,牧濑寻一,38,194,1000,4000,4000,2000,1,1,3,1671462882,5,K2,230123-000447.json,False,False,False,False
2,41872213,8415.0,2,693992,2,SAS141,98,158,8000,1000,8000,4000,1,1,3,1671463121,3,KS-23,221219-232527.json,True,True,False,False
7,42396799,,2,5587,2,Sanya,172,236,1000,4000,4000,2000,2,20,5,1671463203,5,K11,230123-000447.json,False,False,False,False
7,42396800,,2,5587,2,Sanya,172,194,1000,4000,4000,2000,2,20,5,1671463209,5,K2,230123-000447.json,False,False,False,False
2,41872225,8416.0,2,1004402,4,ikaros0o0o,60,145,8000,1000,8000,4000,1,1,3,1671463218,3,OTs-44,221219-232527.json,True,True,False,False
2,41872237,8417.0,2,971882,2,JuiYue,89,351,6000,1000,6000,4000,1,1,3,1671463492,5,M26-MASS,221219-233626.json,True,True,True,True
2,41872248,8418.0,2,416792,2,YKTseng,172,77,6000,6000,6000,4000,1,1,3,1671463643,3,M2HB,221219-233626.json,True,True,False,False
2,41872249,8419.0,2,416792,4,YKTseng,172,350,6000,6000,6000,4000,1,1,3,1671463643,5,FO-12,221219-233626.json,True,True,True,True
2,41872250,8420.0,2,416792,6,YKTseng,172,185,6000,6000,6000,4000,1,1,3,1671463643,4,阿梅利,221219-233626.json,True,True,True,False
2,41872250,,2,416792,6,YKTseng,172,185,6000,6000,6000,4000,1,1,3,1671463643,4,阿梅利,230123-000447.json,False,False,False,False
2,41872308,8421.0,2,966722,2,RGM111,123,194,1000,4000,4000,2000,1,1,3,1671464482,5,K2,221219-234724.json,True,True,True,True
2,41872308,,2,966722,2,RGM111,123,194,1000,4000,4000,2000,1,1,3,1671464482,5,K2,230123-000447.json,False,False,False,False
2,41872309,8422.0,2,966722,4,RGM111,123,206,1000,4000,4000,2000,1,1,3,1671464490,5,AK-12,221219-234724.json,True,True,True,True
2,41872309,,2,966722,4,RGM111,123,206,1000,4000,4000,2000,1,1,3,1671464490,5,AK-12,230123-000447.json,False,False,False,False
2,41872341,8423.0,2,322252,2,白鳶姬,95,178,4000,1000,4000,2000,1,1,3,1671465012,3,F1,221219-235823.json,True,True,False,False
2,41872342,8424.0,2,322252,4,白鳶姬,95,288,4000,1000,4000,2000,1,1,3,1671465012,4,CR-21,221219-235823.json,True,True,True,False
2,41872343,8425.0,2,322252,6,白鳶姬,95,18,4000,1000,4000,2000,1,1,3,1671465012,3,MAC-10,221219-235823.json,True,True,False,False
1,42581314,,2,28451,2,billythesaw,149,130,1000,4000,4000,2000,1,1,3,1671465766,5,97式,230123-000447.json,False,False,False,False
5,41939609,,2,997005,2,牧离,61,292,8000,8000,1000,4000,1,1,3,1671465796,5,RPK-16,230122-223831.json,False,False,False,False
5,41939610,,2,997005,4,牧离,61,109,8000,8000,1000,4000,1,1,3,1671465796,5,MG5,230122-223831.json,False,False,False,False
2,41872379,8426.0,2,411972,2,JeffChen,199,349,6000,2000,6000,4000,1,1,3,1671465836,4,AK74M,221220-000948.json,True,True,True,False
8,42450700,,2,679728,4,聖安,198,194,6000,6000,6000,4000,1,1,3,1671465919,5,K2,230123-000447.json,False,False,False,False
2,41872433,8427.0,2,318092,2,yuma醬,74,163,8000,1000,8000,4000,1,1,3,1671466360,5,AA-12,221220-001517.json,True,True,True,True
2,41872434,8428.0,2,318092,4,yuma醬,74,367,8000,1000,8000,4000,1,1,3,1671466366,5,MK3A1,221220-001517.json,True,True,True,True
2,41872435,8429.0,2,318092,6,yuma醬,74,368,8000,1000,8000,4000,1,1,3,1671466371,4,UTS-15,221220-001517.json,True,True,True,False
2,41872503,8430.0,2,938852,2,zhekousama,70,42,4000,1000,4000,2000,1,1,3,1671467408,4,PTRD,221220-003715.json,True,True,True,False
2,41872504,8431.0,2,938852,4,zhekousama,70,53,4000,1000,4000,2000,1,1,3,1671467408,5,NTW-20,221220-003715.json,True,True,True,True
2,41872659,8432.0,2,118982,2,曙糕,179,130,1000,4000,4000,2000,1,1,3,1671468747,5,97式,221220-005912.json,True,True,True,True
2,41872660,8433.0,2,118982,4,曙糕,179,61,1000,4000,4000,2000,1,1,3,1671468747,3,StG44,221220-005912.json,True,True,False,False
2,41872659,,2,118982,2,曙糕,179,130,1000,4000,4000,2000,1,1,3,1671468747,5,97式,230123-000447.json,False,False,False,False
2,41872683,8434.0,2,951142,2,YQⅠ,54,216,8000,1000,8000,4000,1,1,3,1671469615,4,XM8,221220-011540.json,True,True,True,False
2,41872684,8435.0,2,951142,4,YQⅠ,54,158,8000,1000,8000,4000,1,1,3,1671469615,3,KS-23,221220-011540.json,True,True,False,False
2,41872687,8436.0,2,486502,2,布可,210,261,4000,4000,4000,4000,1,1,3,1671469700,5,QBU-88,221220-011540.json,True,True,True,True
2,41872688,8437.0,2,951142,2,YQⅠ,54,86,8000,8000,1000,4000,1,1,3,1671469725,3,MG42,221220-011540.json,True,True,False,False
2,41872689,8438.0,2,951142,4,YQⅠ,54,65,8000,8000,1000,4000,1,1,3,1671469725,5,HK416,221220-011540.json,True,True,True,True
2,41872703,8439.0,2,486502,4,布可,210,326,6666,6666,6666,6666,1,1,3,1671469905,4,HK512,221220-011540.json,True,True,True,False
6,41953027,,2,1000026,4,睦睦慕暮暮,28,86,8000,8000,1000,4000,1,1,3,1671469916,3,MG42,230123-000447.json,False,False,False,False
0,42156282,,2,649310,2,天黑了快回家,151,109,8000,8000,1000,4000,1,1,3,1671470980,5,MG5,230123-000447.json,False,False,False,False
2,41872767,8440.0,2,11092,2,永遠,216,237,4000,4000,1000,2000,1,1,3,1671471668,4,SAR-21,221220-014836.json,True,True,True,False
2,41872768,8441.0,2,11092,4,永遠,216,116,1000,1000,1000,1000,1,1,3,1671471668,3,Z-62,221220-014836.json,True,True,False,False
2,41872784,8442.0,2,922322,2,夏殤,70,145,4000,1000,4000,2000,1,1,3,1671471938,3,OTs-44,221220-015935.json,True,True,False,False
2,41872785,8443.0,2,922322,4,夏殤,70,312,4000,1000,4000,2000,1,1,3,1671471938,5,VSK-94,221220-015935.json,True,True,True,True
2,41872786,8444.0,2,922322,6,夏殤,70,34,4000,1000,4000,2000,1,1,3,1671471938,3,M1加蘭德,221220-015935.json,True,True,False,False
2,41872785,,2,922322,4,夏殤,70,312,4000,1000,4000,2000,1,1,3,1671471938,5,VSK-94,230123-000447.json,False,False,False,False
2,41872991,8445.0,2,441682,2,鳴玥miwan,108,26,8000,1000,8000,4000,1,1,3,1671474123,4,MP5,221220-022701.json,True,True,True,False
2,41872993,8446.0,2,441682,4,鳴玥miwan,108,353,8000,1000,8000,4000,1,1,3,1671474123,4,MAG-7,221220-022701.json,True,True,True,False
2,41873014,8447.0,2,953052,2,迪盧克老爺,121,336,4000,4000,1000,2000,1,1,3,1671474718,4,PPD-40,221220-023800.json,True,True,True,False
2,41873127,8448.0,2,76092,2,AC0630,193,238,8000,8000,8000,4000,1,1,3,1671487570,5,88式,221220-061221.json,True,True,True,True
2,41873128,8449.0,2,76092,4,AC0630,193,75,8000,8000,8000,4000,1,1,3,1671487570,4,M1918,221220-061221.json,True,True,True,False
2,41873128,,2,76092,4,AC0630,193,75,8000,8000,8000,4000,1,1,3,1671487570,4,M1918,230123-000447.json,False,False,False,False
0,42156576,,2,823190,4,冠位御主,139,112,9999,9999,9999,9999,3,50,10,1671490405,5,內蓋夫,230123-000447.json,False,False,False,False
2,41873183,8450.0,2,31582,2,神葵,109,116,5000,1000,1000,1000,1,1,3,1671490640,3,Z-62,221220-070146.json,True,True,False,False
7,42398244,,2,9307,6,稀疏,154,109,6000,6000,6000,4000,1,1,3,1671492980,5,MG5,230123-000447.json,False,False,False,False
0,42156651,,2,943290,2,藍鳶尾,103,194,1000,4000,4000,2000,1,1,3,1671492985,5,K2,230123-000447.json,False,False,False,False
0,42156655,,2,943290,4,藍鳶尾,103,293,1000,4000,4000,2000,1,1,3,1671493009,5,AK-15,230123-000447.json,False,False,False,False
2,41873252,8451.0,2,670692,2,情開花落雪紛飛,173,58,1000,1000,1000,1000,1,1,3,1671493017,3,AK-47,221220-074019.json,True,True,False,False
0,42156661,,2,943290,4,藍鳶尾,103,313,1000,4000,4000,2000,1,1,3,1671493060,5,S-ACR,230123-000447.json,False,False,False,False
0,42156668,,2,943290,4,藍鳶尾,103,313,1000,4000,4000,2000,1,1,3,1671493099,5,S-ACR,230123-000447.json,False,False,False,False
0,42156675,,2,943290,4,藍鳶尾,103,243,1000,4000,4000,1000,1,1,3,1671493134,5,64式自,230123-000447.json,False,False,False,False
0,42156678,,2,943290,4,藍鳶尾,103,306,1000,4000,4000,1000,1,1,3,1671493145,5,AK-Alfa,230123-000447.json,False,False,False,False
0,42156715,,2,649310,6,天黑了快回家,151,86,8000,8000,1000,4000,1,1,3,1671494282,3,MG42,230123-000447.json,False,False,False,False
2,41873286,8452.0,2,974452,2,世稷,45,368,8000,1000,8000,4000,1,1,3,1671494512,4,UTS-15,221220-081332.json,True,True,True,False
2,41873287,8453.0,2,974452,4,世稷,45,349,1000,1000,1000,1000,1,1,3,1671494517,4,AK74M,221220-081332.json,True,True,True,False
5,41940908,,2,958295,4,九th,59,292,8000,8000,1000,4000,1,1,3,1671496118,5,RPK-16,230122-223831.json,False,False,False,False
8,42451380,,2,382668,2,荼靡花事,139,238,6000,6000,6000,4000,2,20,5,1671496226,5,88式,230123-000447.json,False,False,False,False
8,42451381,,2,382668,4,荼靡花事,139,238,6000,6000,6000,4000,2,20,5,1671496258,5,88式,230123-000447.json,False,False,False,False
2,41873346,8454.0,2,5832,2,绝蜡烛,106,26,8000,1000,8000,4000,1,1,3,1671496434,4,MP5,221220-084109.json,True,True,True,False
2,41873347,8455.0,2,5832,4,绝蜡烛,106,352,8000,1000,8000,4000,1,1,3,1671496434,4,新星,221220-084109.json,True,True,True,False
2,41873348,8456.0,2,5832,6,绝蜡烛,106,69,8000,1000,8000,4000,1,1,3,1671496434,4,FAMAS,221220-084109.json,True,True,True,False
2,41873421,8457.0,2,24502,2,Koero,185,69,8000,1000,8000,4000,1,1,3,1671497434,4,FAMAS,221220-090306.json,True,True,True,False
2,41873422,8458.0,2,24502,4,Koero,185,70,8000,1000,8000,4000,1,1,3,1671497434,3,FNC,221220-090306.json,True,True,False,False
5,41940994,,2,542125,6,anmi廚,224,198,6000,2000,6000,4000,1,1,3,1671498743,5,卡爾卡諾M91/38,230122-223831.json,False,False,False,False
2,41873485,8459.0,2,135222,2,Stekiat,199,120,1000,4000,4000,2000,1,1,3,1671499521,3,ARX-160,221220-093033.json,True,True,False,False
2,41873486,8460.0,2,135222,4,Stekiat,199,22,1000,4000,4000,2000,1,1,3,1671499521,3,PPS-43,221220-093033.json,True,True,False,False
2,41873487,8461.0,2,135222,6,Stekiat,199,69,1000,4000,4000,2000,1,1,3,1671499521,4,FAMAS,221220-093033.json,True,True,True,False
2,41873491,8462.0,2,322252,2,白鳶姬,95,165,8000,1000,8000,4000,1,1,3,1671499545,4,M1014,221220-093033.json,True,True,True,False
2,41873492,8463.0,2,322252,4,白鳶姬,95,145,8000,1000,8000,4000,1,1,3,1671499545,3,OTs-44,221220-093033.json,True,True,False,False
2,41873493,8464.0,2,322252,6,白鳶姬,95,16,8000,1000,8000,4000,1,1,3,1671499545,5,湯姆森,221220-093033.json,True,True,True,True
2,41873501,8465.0,2,523322,2,foxheart,76,282,8000,1000,8000,4000,1,1,3,1671499959,5,DP-12,221220-094132.json,True,True,True,True
2,41873502,8466.0,2,523322,4,foxheart,76,145,8000,1000,8000,4000,1,1,3,1671499964,3,OTs-44,221220-094132.json,True,True,False,False
2,41873503,8467.0,2,523322,6,foxheart,76,157,8000,1000,8000,4000,1,1,3,1671499966,5,KSG,221220-094132.json,True,True,True,True
2,41873508,8468.0,2,497622,2,zztimgodzz,64,353,8000,1000,8000,4000,1,1,3,1671500071,4,MAG-7,221220-094132.json,True,True,True,False
2,41873509,8469.0,2,1004402,2,ikaros0o0o,61,367,8000,1000,8000,4000,1,1,3,1671500257,5,MK3A1,221220-094132.json,True,True,True,True
6,41953792,,2,932886,4,游击队政委,99,104,4000,4000,2000,2000,2,20,5,1671501739,5,G36C,230123-000447.json,False,False,False,False
7,42398575,,2,885777,2,威隸沃爾,107,228,4000,4000,1000,2000,1,1,3,1671502378,5,一〇〇式,230123-000447.json,False,False,False,False
2,41873567,8470.0,2,933672,2,爺叫最菜,62,66,1000,1000,1000,1000,1,1,3,1671502742,4,56-1式,221220-102531.json,True,True,True,False
2,41873568,8471.0,2,933672,4,爺叫最菜,62,18,1000,1000,1000,1000,1,1,3,1671502744,3,MAC-10,221220-102531.json,True,True,False,False
6,41953816,,2,995136,2,始祖暗鯊,30,290,1000,4000,4000,2000,1,1,3,1671503112,5,89式自,230123-000447.json,False,False,False,False
2,41873652,8472.0,2,999012,2,M16A126,34,26,1000,4000,4000,2000,1,1,3,1671505465,4,MP5,221220-111546.json,True,True,True,False
6,41954027,,2,123266,2,kurau,198,104,4000,4000,1000,2000,1,1,3,1671508669,5,G36C,230123-000447.json,False,False,False,False
6,41954059,,2,856066,2,清風瀟瀟,104,128,4000,1000,4000,2000,3,50,10,1671509354,5,M99,230123-000447.json,False,False,False,False
2,41873924,8473.0,2,998232,2,EDX1234,55,261,4000,1000,4000,2000,1,1,3,1671509983,5,QBU-88,221220-122225.json,True,True,True,True
2,41873925,8474.0,2,998232,4,EDX1234,55,44,4000,1000,4000,2000,1,1,3,1671509997,3,SV-98,221220-122225.json,True,True,False,False
2,41873970,8475.0,2,386722,2,Joriri,181,216,1000,1000,1000,1000,1,1,3,1671510676,4,XM8,221220-124422.json,True,True,True,False
2,41873977,8476.0,2,437382,2,魚王醬零,109,16,8000,1000,8000,4000,1,1,3,1671510963,5,湯姆森,221220-124422.json,True,True,True,True
2,41873978,8477.0,2,437382,4,魚王醬零,109,158,8000,1000,8000,4000,1,1,3,1671510963,3,KS-23,221220-124422.json,True,True,False,False
6,41954198,,2,487536,2,Calmtea,90,109,8000,8000,1000,4000,1,1,3,1671512376,5,MG5,230123-000447.json,False,False,False,False
2,41874147,8478.0,2,929872,2,停止加载,106,145,4000,1000,4000,2000,1,1,3,1671515525,3,OTs-44,221220-140642.json,True,True,False,False
2,41874148,8479.0,2,929872,4,停止加载,106,44,4000,1000,4000,2000,1,1,3,1671515526,3,SV-98,221220-140642.json,True,True,False,False
2,41874181,8480.0,2,76092,2,AC0630,193,53,8000,8000,8000,4000,1,1,3,1671516457,5,NTW-20,221220-141212.json,True,True,True,True
2,41874182,8481.0,2,76092,4,AC0630,193,156,8000,8000,8000,4000,1,1,3,1671516457,4,Super-Shorty,221220-141212.json,True,True,True,False
2,41874216,8482.0,2,456992,2,夏嘎嘎,165,26,1000,1000,1000,1000,1,1,3,1671517136,4,MP5,221220-142311.json,True,True,True,False
2,41874217,8483.0,2,456992,4,夏嘎嘎,165,32,1000,1000,1000,1000,1,1,3,1671517136,3,微型烏茲,221220-142311.json,True,True,False,False
2,41874273,8484.0,2,932872,2,Mackenzie,113,159,8000,1000,8000,4000,1,1,3,1671519282,3,RMB-93,221220-150705.json,True,True,False,False
2,41874279,8485.0,2,180722,2,Slience,151,262,6000,1000,6000,4000,1,1,3,1671519497,4,EM-2,221220-150705.json,True,True,True,False
2,41874397,8486.0,2,834522,2,噠喵噠喵,106,156,8000,1000,8000,4000,2,20,5,1671520100,4,Super-Shorty,221220-151235.json,True,True,True,False
2,41874398,8487.0,2,834522,4,噠喵噠喵,106,155,8000,1000,8000,4000,2,20,5,1671520102,4,M590,221220-151235.json,True,True,True,False
2,41874512,8488.0,2,953432,2,懵地恩地,51,60,1000,1000,1000,1000,1,1,3,1671520968,4,AS Val,221220-153432.json,True,True,True,False
2,41874515,8489.0,2,953432,4,懵地恩地,51,27,1000,1000,1000,1000,1,1,3,1671520980,3,蠍式,221220-153432.json,True,True,False,False
2,41874529,8490.0,2,118982,2,曙糕,179,178,1000,4000,4000,2000,1,1,3,1671521714,3,F1,221220-154531.json,True,True,False,False
2,41874530,8491.0,2,118982,4,曙糕,179,61,1000,4000,4000,2000,1,1,3,1671521714,3,StG44,221220-154531.json,True,True,False,False
2,41874735,8492.0,2,971882,4,JuiYue,89,159,6000,1000,6000,4000,1,1,3,1671522858,3,RMB-93,221220-160728.json,True,True,False,False
6,41954628,,2,984776,4,唐式發糕,86,20,4000,4000,1000,2000,1,1,3,1671523590,5,Vector,230123-000447.json,False,False,False,False
0,42158188,,2,943290,2,藍鳶尾,103,243,1000,4000,4000,2000,1,1,3,1671523631,5,64式自,230123-000447.json,False,False,False,False
2,41874766,8493.0,2,870232,2,可愛いミク酱,151,20,4000,4000,1000,2000,1,1,3,1671523869,5,Vector,221220-161257.json,True,True,True,True
2,41874767,8494.0,2,870232,4,可愛いミク酱,151,29,4000,4000,1000,2000,1,1,3,1671523869,3,斯登MkⅡ,221220-161257.json,True,True,False,False
2,41874766,,2,870232,2,可愛いミク酱,151,20,4000,4000,1000,2000,1,1,3,1671523869,5,Vector,230123-000447.json,False,False,False,False
2,41874783,8495.0,2,929872,4,停止加载,106,22,4000,1000,4000,2000,1,1,3,1671524526,3,PPS-43,221220-162356.json,True,True,False,False
2,41874787,8496.0,2,353382,2,星空點綴之羽,180,58,1000,4000,4000,2000,2,20,5,1671524593,3,AK-47,221220-163455.json,True,True,False,False
2,41874788,8497.0,2,353382,4,星空點綴之羽,180,196,1000,4000,4000,2000,2,20,5,1671524593,5,Zas M21,221220-163455.json,True,True,True,True
2,41874788,,2,353382,4,星空點綴之羽,180,196,1000,4000,4000,2000,2,20,5,1671524593,5,Zas M21,230123-000447.json,False,False,False,False
3,43025990,,2,14003,2,希格,150,196,9999,9999,9999,9999,1,1,3,1671525257,5,Zas M21,230123-000447.json,False,False,False,False
3,43025991,,2,14003,4,希格,150,112,9999,9999,9999,9999,1,1,3,1671525257,5,內蓋夫,230123-000447.json,False,False,False,False
2,41874822,8498.0,2,889812,2,自己人別開腔,77,159,8000,1000,8000,4000,2,20,5,1671526118,3,RMB-93,221220-165652.json,True,True,False,False
2,41874868,8499.0,2,437382,2,魚王醬零,109,330,8000,1000,8000,4000,1,1,3,1671527374,4,FX-05,221220-171320.json,True,True,True,False
2,41874869,8500.0,2,922322,2,夏殤,70,305,4000,1000,4000,2000,1,1,3,1671527432,4,塔布克,221220-171320.json,True,True,True,False
2,41874870,8501.0,2,922322,4,夏殤,70,42,4000,1000,4000,2000,1,1,3,1671527432,4,PTRD,221220-171320.json,True,True,True,False
2,41874871,8502.0,2,922322,6,夏殤,70,378,4000,1000,4000,2000,1,1,3,1671527432,5,SCAR-L,221220-171320.json,True,True,True,True
8,42452619,,2,869548,2,Nichirinnnn,83,236,4000,4000,4000,2000,1,1,3,1671530075,5,K11,230123-000447.json,False,False,False,False
2,41875046,8503.0,2,447642,2,qsxwdc,170,305,8000,1000,8000,4000,1,1,3,1671532591,4,塔布克,221220-184639.json,True,True,True,False
2,41875047,8504.0,2,447642,4,qsxwdc,170,34,8000,1000,8000,4000,1,1,3,1671532591,3,M1加蘭德,221220-184639.json,True,True,False,False
6,41954931,,2,312496,2,沒穿內褲,221,339,6000,6000,6000,4000,1,1,3,1671532718,5,RPK-203,230123-000447.json,False,False,False,False
3,43026168,,2,934403,2,Greenhatgod,102,243,1000,4000,4000,2000,1,1,3,1671533240,5,64式自,230123-000447.json,False,False,False,False
