id,dev_type,user_id,build_slot,dev_uname,dev_lv,gun_id,mp,ammo,mre,part,input_level,item1_num,core,dev_time,gun_rank,gun_name,file,trust_2,trust_3,trust_4,trust_5
41854683,2,747962,2,紫羅蘭之夜,123,137,4000,4000,1000,2000,1,1,3,1671080347,4,PP-19-01,221215-130416.json,True,True,True,False
41854749,2,390852,2,百万噸,76,288,4000,4000,4000,2000,2,20,5,1671084376,4,CR-21,221215-141710.json,True,True,True,False
41854750,2,390852,4,百万噸,76,235,4000,4000,4000,2000,2,20,5,1671084376,4,SPR A3G,221215-141710.json,True,True,True,False
41854824,2,89872,2,委員長,155,26,1000,4000,4000,2000,1,1,3,1671086315,4,MP5,221215-144424.json,True,True,True,False
41854932,2,968522,2,鳶一凜,110,36,4000,1000,4000,2000,1,1,3,1671089112,4,春田,221215-153327.json,True,True,True,False
41854935,2,968522,4,鳶一凜,110,95,4000,1000,4000,2000,1,1,3,1671089112,3,汉阳造88式,221215-153327.json,True,True,False,False
41854969,2,27372,2,YJL,135,237,1000,4000,4000,2000,1,1,3,1671091311,4,SAR-21,221215-160608.json,True,True,True,False
41854970,2,27372,4,YJL,135,349,1000,4000,4000,2000,1,1,3,1671091311,4,AK74M,221215-160608.json,True,True,True,False
41855746,2,971292,2,古人合法,101,145,4000,1000,4000,2000,1,1,3,1671105114,3,OTs-44,221215-211535.json,True,True,False,False
41855747,2,971292,4,古人合法,101,42,4000,1000,4000,2000,1,1,3,1671105115,4,PTRD,221215-211535.json,True,True,True,False
41855789,2,964882,2,黑蘭月,104,324,8000,1000,8000,4000,1,1,3,1671106081,5,M6 ASW,221215-211535.json,True,True,True,True
41855847,2,486502,2,布可,210,26,1000,8000,8000,4000,1,1,3,1671107028,4,MP5,221215-211535.json,True,True,True,False
41855893,2,959702,2,我是大哥,81,105,1000,1000,1000,5000,1,1,3,1671107804,3,OTs-12,221215-211535.json,True,True,False,False
41856013,2,31582,2,神葵,109,61,1000,1000,1000,1000,1,1,3,1671109921,3,StG44,221215-211535.json,True,True,False,False
41856022,2,125082,2,ATimeZ,202,145,6000,1000,6000,4000,1,1,3,1671110207,3,OTs-44,221215-212631.json,True,True,False,False
41856023,2,125082,4,ATimeZ,202,120,6000,1000,6000,4000,1,1,3,1671110207,3,ARX-160,221215-212631.json,True,True,False,False
41856024,2,125082,6,ATimeZ,202,235,6000,1000,6000,4000,1,1,3,1671110207,4,SPR A3G,221215-212631.json,True,True,True,False
41856025,2,125082,8,ATimeZ,202,159,6000,1000,6000,4000,1,1,3,1671110207,3,RMB-93,221215-212631.json,True,True,False,False
41856063,2,48392,2,卡爾格林,194,61,4000,4000,1000,2000,1,1,3,1671111777,3,StG44,221215-214818.json,True,True,False,False
41856064,2,48392,4,卡爾格林,194,349,4000,4000,1000,2000,1,1,3,1671111777,4,AK74M,221215-214818.json,True,True,True,False
41856065,2,48392,6,卡爾格林,194,355,4000,4000,1000,2000,1,1,3,1671111777,4,维涅龙M2,221215-214818.json,True,True,True,False
41856114,2,108682,2,patrick,163,339,8000,8000,8000,4000,1,1,3,1671112575,5,RPK-203,221215-220438.json,True,True,True,True
41856115,2,108682,2,patrick,163,351,8000,8000,8000,4000,1,1,3,1671112581,5,M26-MASS,221215-220438.json,True,True,True,True
41856131,2,24502,2,Koero,184,326,8000,1000,8000,4000,1,1,3,1671113016,4,HK512,221215-220438.json,True,True,True,False
41856141,2,27372,2,YJL,135,129,1000,4000,4000,2000,1,1,3,1671113055,5,95式,221215-222658.json,True,True,True,True
41856142,2,27372,4,YJL,135,237,1000,4000,4000,2000,1,1,3,1671113055,4,SAR-21,221215-222658.json,True,True,True,False
41856201,2,411492,2,刑十夜,176,128,8000,1000,8000,4000,1,1,3,1671113329,5,M99,221215-222658.json,True,True,True,True
41856202,2,411492,4,刑十夜,176,50,8000,1000,8000,4000,1,1,3,1671113329,5,李-恩菲尔德,221215-222658.json,True,True,True,True
41856203,2,411492,6,刑十夜,176,48,8000,1000,8000,4000,1,1,3,1671113329,5,WA2000,221215-222658.json,True,True,True,True
41856210,2,914202,2,宇文凉,152,366,8000,1000,8000,4000,1,1,3,1671113694,5,SPAS-15,221215-222658.json,True,True,True,True
41856211,2,914202,2,宇文凉,152,137,4000,4000,1000,2000,1,1,3,1671113715,4,PP-19-01,221215-222658.json,True,True,True,False
41856221,2,887972,2,N007,62,18,6000,2000,6000,4000,1,1,3,1671113961,3,MAC-10,221215-222658.json,True,True,False,False
41856222,2,887972,4,N007,62,16,6000,2000,6000,4000,1,1,3,1671113961,5,汤姆森,221215-222658.json,True,True,True,True
41856223,2,887972,6,N007,62,145,6000,2000,6000,4000,1,1,3,1671113961,3,OTs-44,221215-222658.json,True,True,False,False
41856226,2,887972,2,N007,62,325,8000,1000,7741,4000,3,50,10,1671113993,4,V-PM5,221215-222658.json,True,True,True,False
41856236,2,42472,2,鬼殺,146,349,6000,2000,6000,4000,1,1,3,1671114327,4,AK74M,221215-223753.json,True,True,True,False
41856237,2,42472,4,鬼殺,146,216,6000,2000,6000,4000,1,1,3,1671114340,4,XM8,221215-223753.json,True,True,True,False
41856377,2,14722,2,肥宅,113,70,1000,4000,4000,2000,1,1,3,1671116333,3,FNC,221215-230511.json,True,True,False,False
41856378,2,14722,4,肥宅,113,32,1000,4000,4000,2000,1,1,3,1671116336,3,微型乌兹,221215-230511.json,True,True,False,False
41856379,2,14722,6,肥宅,113,26,1000,4000,4000,2000,1,1,3,1671116339,4,MP5,221215-230511.json,True,True,True,False
41856500,2,67662,2,聖塔,123,18,8000,1000,8000,4000,2,20,5,1671117217,3,MAC-10,221215-231607.json,True,True,False,False
41856509,2,928102,4,玄黯,121,178,8000,1000,8000,4000,1,1,3,1671117490,3,F1,221215-232703.json,True,True,False,False
41856510,2,928102,2,玄黯,121,116,8000,1000,8000,4000,1,1,3,1671117490,3,Z-62,221215-232703.json,True,True,False,False
41856511,2,928102,2,玄黯,121,163,8000,1000,8000,4000,1,1,3,1671117506,5,AA-12,221215-232703.json,True,True,True,True
41856687,2,968522,2,鳶一凜,110,18,4000,1000,4000,2000,1,1,3,1671118829,3,MAC-10,221215-234852.json,True,True,False,False
41856688,2,968522,4,鳶一凜,110,180,4000,1000,4000,2000,1,1,3,1671118829,4,PzB39,221215-234852.json,True,True,True,False
41856702,2,940852,2,諸葛雲遙,118,65,6000,6000,6000,4000,1,1,3,1671119067,5,HK416,221215-235418.json,True,True,True,True
41856819,2,48312,2,蘋果牛奶,121,22,1100,3000,1200,1300,1,1,3,1671119834,3,PPS-43,221216-000512.json,True,True,False,False
41856820,2,48312,4,蘋果牛奶,121,61,1100,3000,1200,1300,1,1,3,1671119835,3,StG44,221216-000512.json,True,True,False,False
41856875,2,233602,2,夜雷隱,157,178,1000,1000,1000,1000,1,1,3,1671120422,3,F1,221216-001605.json,True,True,False,False
41856920,2,693992,4,SAS141,98,105,8000,1000,8000,4000,1,1,3,1671121015,3,OTs-12,221216-002659.json,True,True,False,False
41856921,2,693992,2,SAS141,98,34,8000,1000,8000,4000,1,1,3,1671121015,3,M1加兰德,221216-002659.json,True,True,False,False
41857458,2,465332,2,冰時雨,215,66,8000,1000,8000,4000,1,1,3,1671144449,4,56-1式,221216-065348.json,True,True,True,False
41857459,2,465332,4,冰時雨,215,184,8000,1000,8000,4000,1,1,3,1671144449,4,T-5000,221216-065348.json,True,True,True,False
41857472,2,544252,2,zhukoyevich,147,27,6000,1000,6000,4000,1,1,3,1671145169,3,蝎式,221216-070442.json,True,True,False,False
41857473,2,544252,2,zhukoyevich,147,42,6000,1000,6000,4000,1,1,3,1671145177,4,PTRD,221216-070442.json,True,True,True,False
41857474,2,544252,2,zhukoyevich,147,27,6000,1000,6000,4000,1,1,3,1671145184,3,蝎式,221216-071008.json,True,True,False,False
41857475,2,544252,2,zhukoyevich,147,325,6000,1000,6000,4000,1,1,3,1671145191,4,V-PM5,221216-071008.json,True,True,True,False
41857586,2,1000832,4,緹亞娜,38,236,1000,4000,4000,2000,1,1,3,1671149839,5,K11,221216-082055.json,True,True,True,True
41857589,2,1000832,2,緹亞娜,38,29,4000,4000,1000,2000,1,1,3,1671149849,3,司登MkⅡ,221216-082055.json,True,True,False,False
41857638,2,968522,2,鳶一凜,110,53,4000,1000,4000,2000,1,1,3,1671152101,5,NTW-20,221216-090429.json,True,True,True,True
41857639,2,968522,4,鳶一凜,110,128,4000,1000,4000,2000,1,1,3,1671152101,5,M99,221216-090429.json,True,True,True,True
41857702,2,848122,2,857,150,247,4000,1000,4000,2000,1,1,3,1671154916,4,K31,221216-095332.json,True,True,True,False
41857703,2,848122,4,857,150,116,4000,1000,4000,2000,1,1,3,1671154916,3,Z-62,221216-095332.json,True,True,False,False
41857732,2,896312,2,666gg,66,154,8000,1000,8000,4000,1,1,3,1671155760,3,M500,221216-111540.json,True,True,False,False
41857734,2,896312,4,666gg,66,216,8000,1000,8000,4000,1,1,3,1671155764,4,XM8,221216-111540.json,True,True,True,False
41857824,2,924792,2,刀客塔難民,58,16,1000,1000,1000,1000,1,1,3,1671161302,5,汤姆森,221216-113202.json,True,True,True,True
41857846,2,988332,2,daz3,48,287,1000,4000,4000,2000,1,1,3,1671161742,5,SIG-556,221216-114255.json,True,True,True,True
41857984,2,870232,2,可愛いミク酱,151,330,1000,4000,4000,2000,1,1,3,1671164594,4,FX-05,221216-123156.json,True,True,True,False
41857985,2,870232,4,可愛いミク酱,151,236,1000,4000,4000,2000,1,1,3,1671164594,5,K11,221216-123156.json,True,True,True,True
41858037,2,971002,2,黎明之夏,92,153,8000,1000,8000,4000,1,1,3,1671166206,4,M37,221216-125343.json,True,True,True,False
41858038,2,971002,4,黎明之夏,92,156,8000,1000,8000,4000,1,1,3,1671166210,4,超级肖蒂,221216-125343.json,True,True,True,False
41858130,2,507112,2,Fs呆,92,39,6000,1000,6000,4000,1,1,3,1671167899,4,莫辛-纳甘,221216-132623.json,True,True,True,False
41858131,2,507112,4,Fs呆,92,105,6000,1000,6000,4000,1,1,3,1671167901,3,OTs-12,221216-132623.json,True,True,False,False
41858174,2,89872,2,委員長,155,66,1000,4000,4000,2000,1,1,3,1671169333,4,56-1式,221216-135337.json,True,True,True,False
41858215,2,924792,4,刀客塔難民,58,66,1000,1000,1000,1000,1,1,3,1671171053,4,56-1式,221216-141523.json,True,True,True,False
41858219,2,497622,2,zztimgodzz,63,247,8000,1000,8000,4000,1,1,3,1671171399,4,K31,221216-142617.json,True,True,True,False
41858228,2,456992,2,夏嘎嘎,165,18,1000,1000,1000,1000,1,1,3,1671171895,3,MAC-10,221216-143710.json,True,True,False,False
41858230,2,456992,4,夏嘎嘎,165,16,1000,1000,1000,1000,1,1,3,1671171895,5,汤姆森,221216-143710.json,True,True,True,True
41858310,2,968522,2,鳶一凜,110,39,4000,1000,4000,2000,1,1,3,1671173054,4,莫辛-纳甘,221216-145330.json,True,True,True,False
41858312,2,968522,4,鳶一凜,110,348,4000,1000,4000,2000,1,1,3,1671173054,5,HS.50,221216-145330.json,True,True,True,True
41858392,2,873732,2,契哥,104,180,4000,1000,4000,3000,1,1,3,1671176932,4,PzB39,221216-155324.json,True,True,True,False
41858393,2,873732,4,契哥,104,44,4000,1000,4000,3000,1,1,3,1671176932,3,SV-98,221216-155324.json,True,True,False,False
41858406,2,164792,2,ddid,123,355,4000,4000,1000,2000,1,1,3,1671177319,4,维涅龙M2,221216-160417.json,True,True,True,False
41858407,2,164792,4,ddid,123,328,4000,4000,1000,2000,1,1,3,1671177319,4,AR-57,221216-160417.json,True,True,True,False
41858408,2,454972,2,Poniard,157,155,6000,1000,6000,4000,1,1,3,1671177387,4,M590,221216-160417.json,True,True,True,False
41858409,2,870232,4,可愛いミク酱,151,178,1000,4000,4000,2000,1,1,3,1671177548,3,F1,221216-160417.json,True,True,False,False
41858410,2,870232,2,可愛いミク酱,151,27,1000,4000,4000,2000,1,1,3,1671177548,3,蝎式,221216-160417.json,True,True,False,False
41858462,2,747962,2,紫羅蘭之夜,123,365,1000,4000,4000,2000,1,1,3,1671180077,5,SCR,221216-164224.json,True,True,True,True
41858546,2,639182,4,慕芽,175,216,1000,1000,1000,1000,1,1,3,1671183893,4,XM8,221216-175333.json,True,True,True,False
41858867,2,665272,2,starofsky,68,324,8000,1000,8000,4000,2,20,5,1671189004,5,M6 ASW,221216-191534.json,True,True,True,True
41858899,2,507112,2,Fs呆,92,69,4000,4000,4000,2000,1,1,3,1671190011,4,FAMAS,221216-193712.json,True,True,True,False
41858900,2,497622,4,zztimgodzz,63,270,4000,1000,4000,2000,1,1,3,1671190238,4,四式,221216-193712.json,True,True,True,False
41858901,2,497622,2,zztimgodzz,63,377,4000,1000,4000,2000,1,1,3,1671190242,5,SCAR-H,221216-193712.json,True,True,True,True
41859091,2,747962,4,紫羅蘭之夜,123,18,1000,4000,4000,2000,1,1,3,1671192240,3,MAC-10,221216-230820.json,True,True,False,False
41859102,2,968522,2,鳶一凜,110,42,4000,1000,4000,2000,1,1,3,1671192607,4,PTRD,221216-230820.json,True,True,True,False
41859103,2,968522,4,鳶一凜,110,48,4000,1000,4000,2000,1,1,3,1671192607,5,WA2000,221216-230820.json,True,True,True,True
41859216,2,914202,2,宇文凉,153,283,8000,1000,8000,4000,1,1,3,1671194487,4,解放者,221216-230820.json,True,True,True,False
41859294,2,852,2,鯊魚,131,330,6000,2000,6000,4000,1,1,3,1671195520,4,FX-05,221216-230820.json,True,True,True,False
41859332,2,24502,2,Koero,184,158,8000,1000,8000,4000,1,1,3,1671196221,3,KS-23,221216-230820.json,True,True,False,False
41859333,2,24502,4,Koero,184,155,8000,1000,8000,4000,1,1,3,1671196221,4,M590,221216-230820.json,True,True,True,False
41859420,2,380542,2,本壘版,207,376,6000,6000,6000,4000,1,1,3,1671198347,5,Erma,221216-230820.json,True,True,True,True
41859473,2,268612,2,gbsup,110,61,1000,1000,1000,1000,1,1,3,1671198945,3,StG44,221216-230820.json,True,True,False,False
41859474,2,268612,4,gbsup,110,26,8000,1000,8000,4000,1,1,3,1671198945,4,MP5,221216-230820.json,True,True,True,False
41859491,2,954812,2,星詠様,39,26,1000,4000,4000,2000,1,1,3,1671199689,4,MP5,221216-230820.json,True,True,True,False
41859504,2,955042,6,行人刃,81,165,8000,1000,8000,4000,1,1,3,1671199926,4,M1014,221216-230820.json,True,True,True,False
41859510,2,955042,2,行人刃,81,237,8000,1000,8000,4000,1,1,3,1671199973,4,SAR-21,221216-230820.json,True,True,True,False
41859511,2,955042,4,行人刃,81,128,8000,1000,8000,4000,1,1,3,1671199973,5,M99,221216-230820.json,True,True,True,True
41859567,2,966722,2,RGM111,123,288,1000,4000,4000,2000,1,1,3,1671201079,4,CR-21,221216-230820.json,True,True,True,False
41859568,2,966722,4,RGM111,123,65,1000,4000,4000,2000,1,1,3,1671201084,5,HK416,221216-230820.json,True,True,True,True
41859869,2,653472,2,BlackGay,172,235,4000,1000,4000,2000,1,1,3,1671203200,4,SPR A3G,221216-231755.json,True,True,True,False
41859870,2,928102,4,玄黯,122,145,8000,1000,8000,4000,1,1,3,1671203201,3,OTs-44,221216-231755.json,True,True,False,False
41859871,2,653472,4,BlackGay,172,184,4000,1000,4000,2000,1,1,3,1671203202,4,T-5000,221216-231755.json,True,True,True,False
41859872,2,653472,4,BlackGay,172,270,4000,1000,4000,2000,1,1,3,1671203209,4,四式,221216-231755.json,True,True,True,False
41859873,2,653472,2,BlackGay,172,305,4000,1000,4000,2000,1,1,3,1671203211,4,塔布克,221216-231755.json,True,True,True,False
41859874,2,928102,4,玄黯,122,26,8000,1000,8000,4000,1,1,3,1671203214,4,MP5,221216-231755.json,True,True,True,False
41859875,2,928102,2,玄黯,122,66,8000,1000,8000,4000,1,1,3,1671203215,4,56-1式,221216-231755.json,True,True,True,False
41859878,2,928102,2,玄黯,122,44,8000,1000,8000,4000,1,1,3,1671203220,3,SV-98,221216-231755.json,True,True,False,False
41859879,2,928102,4,玄黯,122,152,8000,1000,8000,4000,1,1,3,1671203220,3,M1897,221216-231755.json,True,True,False,False
41859880,2,653472,2,BlackGay,172,61,4000,1000,4000,2000,1,1,3,1671203224,3,StG44,221216-231755.json,True,True,False,False
41859881,2,653472,4,BlackGay,172,36,4000,1000,4000,2000,1,1,3,1671203226,4,春田,221216-231755.json,True,True,True,False
41859882,2,928102,4,玄黯,122,353,8000,1000,8000,4000,1,1,3,1671203228,4,MAG-7,221216-231755.json,True,True,True,False
41859883,2,653472,2,BlackGay,172,270,4000,1000,4000,2000,1,1,3,1671203231,4,四式,221216-231755.json,True,True,True,False
41859884,2,653472,4,BlackGay,172,16,4000,1000,4000,2000,1,1,3,1671203233,5,汤姆森,221216-231755.json,True,True,True,True
41859885,2,928102,2,玄黯,122,352,8000,1000,8000,4000,1,1,3,1671203236,4,新星,221216-231755.json,True,True,True,False
41859886,2,928102,2,玄黯,122,190,8000,1000,8000,4000,1,1,3,1671203240,3,NS2000,221216-231755.json,True,True,False,False
41859887,2,653472,4,BlackGay,172,216,4000,1000,4000,2000,1,1,3,1671203249,4,XM8,221216-231755.json,True,True,True,False
41859888,2,653472,2,BlackGay,172,34,4000,1000,4000,2000,1,1,3,1671203251,3,M1加兰德,221216-231755.json,True,True,False,False
41860047,2,23242,2,天生,195,353,8000,1000,8000,4000,1,1,3,1671203918,4,MAG-7,221216-232848.json,True,True,True,False
41860406,2,302102,2,天瞑,146,216,4000,1000,4000,2000,1,1,3,1671205863,4,XM8,221216-235602.json,True,True,True,False
41860407,2,302102,4,天瞑,146,60,4000,1000,4000,2000,1,1,3,1671205868,4,AS Val,221216-235602.json,True,True,True,False
41860638,2,76092,2,AC0630,193,305,8000,8000,8000,4000,1,1,3,1671206787,4,塔布克,221217-002019.json,True,True,True,False
41860639,2,76092,4,AC0630,193,286,8000,8000,8000,4000,1,1,3,1671206787,4,KAC-PDW,221217-002019.json,True,True,True,False
41860668,2,177272,2,OscarOrcus,187,323,8000,1000,8000,4000,3,50,10,1671206969,5,LTLX7000,221217-002019.json,True,True,True,True
41860670,2,177272,4,OscarOrcus,187,288,8000,1000,8000,4000,3,50,10,1671206969,4,CR-21,221217-002019.json,True,True,True,False
41860688,2,970952,2,SUNSAMA,42,154,8000,1000,8000,4000,1,1,3,1671207128,3,M500,221217-002019.json,True,True,False,False
41860690,2,970952,4,SUNSAMA,42,105,6000,1000,6000,4000,1,1,3,1671207128,3,OTs-12,221217-002019.json,True,True,False,False
41860718,2,1000832,2,緹亞娜,38,101,4000,4000,1000,2000,1,1,3,1671207277,4,UMP9,221217-002019.json,True,True,True,False
41860804,2,968522,2,鳶一凜,110,122,4000,1000,4000,2000,1,1,3,1671207958,5,G11,221217-003614.json,True,True,True,True
41860832,2,985622,2,轩玖,57,158,8000,1000,8000,4000,1,1,3,1671208140,3,KS-23,221217-003614.json,True,True,False,False
41860833,2,985622,4,轩玖,57,352,8000,1000,8000,4000,1,1,3,1671208145,4,新星,221217-003614.json,True,True,True,False
41860904,2,164792,2,ddid,123,27,4000,4000,1000,2000,1,1,3,1671209198,3,蝎式,221217-005855.json,True,True,False,False
41860936,2,942662,2,一车咸鱼,102,42,8000,1000,8000,4000,2,20,5,1671210042,4,PTRD,221217-010950.json,True,True,True,False
41860937,2,942662,4,一车咸鱼,102,352,8000,1000,8000,4000,2,20,5,1671210042,4,新星,221217-010950.json,True,True,True,False
41860942,2,942662,4,一车咸鱼,102,157,8000,1000,8000,4000,2,20,5,1671210052,5,KSG,221217-010950.json,True,True,True,True
41861118,2,829752,4,多米ღ,72,18,8000,1000,8000,4000,1,1,3,1671210707,3,MAC-10,221217-011517.json,True,True,False,False
41861127,2,968522,4,鳶一凜,110,312,4000,1000,4000,2000,1,1,3,1671210867,5,VSK-94,221217-011517.json,True,True,True,True
41861300,2,670762,2,萌新030,83,70,1000,4000,4000,9999,1,1,3,1671222146,3,FNC,221217-043118.json,True,True,False,False
41861301,2,670762,4,萌新030,83,189,8000,1000,8000,4000,1,1,3,1671222148,4,USAS-12,221217-043118.json,True,True,True,False
41861541,2,497622,4,zztimgodzz,63,261,4000,1000,4000,2000,1,1,3,1671234007,5,QBU-88,221217-074216.json,True,True,True,True
41861602,2,5832,2,绝蜡烛,105,146,8000,1000,8000,4000,1,1,3,1671237321,4,G28,221217-084210.json,True,True,True,False
41861603,2,5832,4,绝蜡烛,105,105,8000,1000,8000,4000,1,1,3,1671237321,3,OTs-12,221217-084210.json,True,True,False,False
41861604,2,5832,6,绝蜡烛,105,154,8000,1000,8000,4000,1,1,3,1671237321,3,M500,221217-084210.json,True,True,False,False
41861605,2,973652,2,瞎趴鰻一式,65,26,8000,1000,8000,4000,1,1,3,1671237407,4,MP5,221217-084210.json,True,True,True,False
41861610,2,968522,2,鳶一凜,110,50,4000,1000,4000,2000,1,1,3,1671237450,5,李-恩菲尔德,221217-084210.json,True,True,True,True
41861611,2,968522,4,鳶一凜,110,198,4000,1000,4000,2000,1,1,3,1671237450,5,卡尔卡诺M91/38,221217-084210.json,True,True,True,True
41861722,2,924792,2,刀客塔難民,59,120,1000,1000,1000,1000,1,1,3,1671241313,3,ARX-160,221217-095256.json,True,True,False,False
41861778,2,331022,2,紅旗09,137,66,1000,4000,4000,2000,3,50,10,1671242523,4,56-1式,221217-101443.json,True,True,True,False
41861796,2,456992,2,夏嘎嘎,165,120,1000,1000,1000,1000,1,1,3,1671242692,3,ARX-160,221217-101443.json,True,True,False,False
41861797,2,456992,4,夏嘎嘎,165,60,1000,1000,1000,1000,1,1,3,1671242692,4,AS Val,221217-101443.json,True,True,True,False
41861807,2,995452,2,咯咯蒸虾头,83,178,1000,4000,4000,2000,1,1,3,1671242833,3,F1,221217-101443.json,True,True,False,False
41861808,2,995452,4,咯咯蒸虾头,83,22,1000,4000,4000,2000,1,1,3,1671242833,3,PPS-43,221217-101443.json,True,True,False,False
41861809,2,995452,6,咯咯蒸虾头,83,313,1000,4000,4000,2000,1,1,3,1671242833,5,S-ACR,221217-101443.json,True,True,True,True
41861836,2,287392,2,士力架大叔,185,235,8000,1000,8000,4000,1,1,3,1671243444,4,SPR A3G,221217-102537.json,True,True,True,False
41861837,2,287392,4,士力架大叔,185,159,8000,1000,8000,4000,1,1,3,1671243444,3,RMB-93,221217-102537.json,True,True,False,False
41861928,2,829752,2,多米ღ,72,155,8000,1000,8000,4000,1,1,3,1671244854,4,M590,221217-104157.json,True,True,True,False
41862016,2,980602,2,無畏向前,92,184,4000,1000,4000,2000,1,1,3,1671245102,4,T-5000,221217-105250.json,True,True,True,False
41862212,2,497622,2,zztimgodzz,63,34,4000,1000,4000,2000,1,1,3,1671250633,3,M1加兰德,221217-122219.json,True,True,False,False
41862315,2,995452,4,咯咯蒸虾头,83,16,9999,1000,1000,1999,1,1,3,1671252202,5,汤姆森,221217-140441.json,True,True,True,True
41862347,2,968522,2,鳶一凜,110,66,4000,1000,4000,2000,1,1,3,1671252938,4,56-1式,221217-140441.json,True,True,True,False
41862402,2,5052,2,ShIHYu,173,105,1000,1000,1000,1000,1,1,3,1671254013,3,OTs-12,221217-140441.json,True,True,False,False
41862427,2,804502,2,eifel0410,133,118,1000,4000,4000,2000,1,1,3,1671255441,4,9A-91,221217-140441.json,True,True,True,False
41862428,2,804502,4,eifel0410,133,116,1000,4000,4000,2000,1,1,3,1671255441,3,Z-62,221217-140441.json,True,True,False,False
41862432,2,998662,2,Neeb,22,116,1000,1000,4000,2000,1,1,3,1671255675,3,Z-62,221217-140441.json,True,True,False,False
41862433,2,998662,4,Neeb,22,288,1000,1000,4000,2000,1,1,3,1671255675,4,CR-21,221217-140441.json,True,True,True,False
41862439,2,888812,2,黃翔安,45,26,1000,4000,4000,2000,1,1,3,1671255721,4,MP5,221217-140441.json,True,True,True,False
41862494,2,924792,2,刀客塔難民,59,26,1000,1000,1000,1000,1,1,3,1671256786,4,MP5,221217-140441.json,True,True,True,False
41862495,2,924792,4,刀客塔難民,59,237,1000,1000,1000,1000,1,1,3,1671256786,4,SAR-21,221217-140441.json,True,True,True,False
41862499,2,914202,2,宇文凉,153,216,8000,1000,8000,4000,1,1,3,1671256806,4,XM8,221217-140441.json,True,True,True,False
41862504,2,511522,2,DubyLee,215,36,6000,2000,6000,4000,1,1,3,1671256865,4,春田,221217-140441.json,True,True,True,False
41862527,2,164792,2,ddid,124,60,4000,1000,4000,2000,1,1,3,1671257849,4,AS Val,221217-142628.json,True,True,True,False
41862539,2,966472,2,vdhdhwhw,81,72,4000,4000,4000,2000,1,1,3,1671258451,4,TAR-21,221217-143713.json,True,True,True,False
41862555,2,932872,2,Mackenzie,112,159,8000,1000,8000,4000,1,1,3,1671258936,3,RMB-93,221217-144238.json,True,True,False,False
41862589,2,968522,4,鳶一凜,110,42,4000,1000,4000,2000,1,1,3,1671260088,4,PTRD,221217-150446.json,True,True,True,False
41862986,2,960272,2,azsyo,32,26,3000,1000,2000,1000,1,1,3,1671268916,4,MP5,221217-172746.json,True,True,True,False
41863017,2,995452,2,咯咯蒸虾头,83,120,1000,4000,4000,2000,1,1,3,1671270080,3,ARX-160,221217-174439.json,True,True,False,False
41863019,2,995452,6,咯咯蒸虾头,83,65,9999,1000,1000,1999,1,1,3,1671270080,5,HK416,221217-174439.json,True,True,True,True
41863157,2,873732,2,契哥,104,34,4000,1000,4000,3000,1,1,3,1671271788,3,M1加兰德,221217-181718.json,True,True,False,False
41863158,2,873732,4,契哥,104,22,4000,1000,4000,3000,1,1,3,1671271788,3,PPS-43,221217-181718.json,True,True,False,False
41863211,2,653472,2,BlackGay,172,42,4000,1000,4000,2000,1,1,3,1671275074,4,PTRD,221217-191644.json,True,True,True,False
41863212,2,653472,4,BlackGay,172,44,4000,1000,4000,2000,1,1,3,1671275077,3,SV-98,221217-191644.json,True,True,False,False
41863221,2,653472,2,BlackGay,172,105,4000,1000,4000,2000,1,1,3,1671275086,3,OTs-12,221217-191644.json,True,True,False,False
41863222,2,653472,4,BlackGay,172,337,4000,1000,4000,2000,1,1,3,1671275086,5,德利尔,221217-191644.json,True,True,True,True
41863316,2,989102,2,CARS,44,105,6000,1000,6000,4000,1,1,3,1671276515,3,OTs-12,221217-193830.json,True,True,False,False
41863361,2,135222,2,Stekiat,199,288,1000,4000,4000,2000,1,1,3,1671278062,4,CR-21,221217-200544.json,True,True,True,False
41863362,2,135222,4,Stekiat,199,237,1000,4000,4000,2000,1,1,3,1671278062,4,SAR-21,221217-200544.json,True,True,True,False
41863363,2,135222,6,Stekiat,199,236,1000,4000,4000,2000,1,1,3,1671278062,5,K11,221217-200544.json,True,True,True,True
41863388,2,968522,2,鳶一凜,110,118,4000,1000,4000,2000,1,1,3,1671278861,4,9A-91,221217-201637.json,True,True,True,False
41863391,2,968522,4,鳶一凜,110,338,4000,1000,4000,2000,1,1,3,1671278861,5,SIG MCX,221217-201637.json,True,True,True,True
41863457,2,302102,6,天瞑,146,32,4000,1000,4000,2000,1,1,3,1671279513,3,微型乌兹,221217-202731.json,True,True,False,False
41863561,2,31582,2,神葵,109,16,1000,1000,1000,1000,1,1,3,1671282500,5,汤姆森,221217-211631.json,True,True,True,True
41863565,2,940852,2,諸葛雲遙,118,160,6000,6000,6000,4000,1,1,3,1671282558,5,塞伽12型,221217-211631.json,True,True,True,True
41863567,2,940852,4,諸葛雲遙,118,264,6000,6000,6000,4000,1,1,3,1671282565,4,绍沙,221217-211631.json,True,True,True,False
41863575,2,958322,2,蒼藍妖姬,94,36,8000,1000,7000,4000,1,1,3,1671283138,4,春田,221217-212725.json,True,True,True,False
41863655,2,118982,2,曙糕,179,32,1000,4000,4000,2000,1,1,3,1671284288,3,微型乌兹,221217-222131.json,True,True,False,False
41863686,2,1002062,2,爱雨,71,27,8000,1000,8000,4000,1,1,3,1671284896,3,蝎式,221217-222131.json,True,True,False,False
